,index,name,number_of_comment,brand,Negative,Positive,price,volume(l),number_of_door,rank_point,rank
279,474,Tủ lạnh Inverter Panasonic NR-BC360WKVN (322L) - Hàng chính hãng - Chỉ giao tại Hà Nội ,1,Panasonic,0.040489580248085716,0.9595104197519143,14290000.0,489.0,3.5,0.9595104197519143,62
280,476,Tủ Lạnh Inverter LG GN-M315BL (315L) - Hàng chính hãng ,1,LG,0.15121122376086124,0.8487887762391386,8090000.0,333.0,2.0,0.8487887762391386,131
281,477,Tủ Lạnh Inverter Hitachi R-FG450PGV8-GBK (339L) - Hàng Chính Hãng ,2,Hitachi,0.22213446891609356,0.7778655310839062,10490000.0,352.5,2.5,1.5557310621678124,126
282,481,Tủ Lạnh Inverter Sharp SJ-XP435PG (394L) ,1,Sharp,0.37001986189408315,0.6299801381059168,10661000.0,428.0,2.5,0.6299801381059168,74
283,482,Tủ lạnh Panasonic Inverter 290 lít NR-BV320WSVN - HÀNG CHÍNH HÃNG ,1,Panasonic,0.5,0.5,12290000.0,290.0,2.0,0.5,153
284,483,Tủ lạnh Electrolux Inverter 315 lít EBB3400H-H ,2,Electrolux,0.47537215750179473,0.5246278424982053,8590000.0,319.75,2.0,1.0492556849964105,145
285,485,Tủ Lạnh TOSHIBA Inverter 233 Lít GR-A28VS(DS1) - Hàng chính hãng - Chỉ giao HCM ,1,Toshiba,0.15121122376086124,0.8487887762391386,4899000.0,214.75,2.0,0.8487887762391386,202
286,488,Tủ Lạnh Inverter Panasonic NR-BL359PKVN (326L) - Hàng chính hãng ,1,Panasonic,0.41401136249030995,0.5859886375096901,9990000.0,326.0,2.0,0.5859886375096901,133
287,491,Tủ Lạnh Inverter Samsung RB30N4010BU/SV (310L) - Hàng Chính Hãng - Chỉ Giao tại Hà Nội ,1,Samsung,0.15121122376086124,0.8487887762391386,11890000.0,384.75,2.5,0.8487887762391386,93
288,494,Tủ lạnh Hitachi Inverter 406 lít R-FVX510PGV9-MIR - HÀNG CHÍNH HÃNG ,1,Hitachi,0.15121122376086124,0.8487887762391386,13990000.0,406.0,2.0,0.8487887762391386,85
289,495,Tủ lạnh Inverter Panasonic NR-BL351WKVN (326L) - Hàng chính hãng - Chỉ giao tại Hà Nội ,1,Panasonic,0.15121122376086124,0.8487887762391386,11590000.0,345.75,2.25,0.8487887762391386,122
290,500,Tủ lạnh Electrolux Inverter 320 Lít ETB3400J-H - HÀNG CHÍNH HÃNG ,2,Electrolux,0.09163410546442935,0.9083658945355705,9050000.0,320.0,2.0,1.816731789071141,152
291,501,Tủ lạnh Samsung Inverter 360 lít RT35K50822C/SV - HÀNG CHÍNH HÃNG ,1,Samsung,0.15121122376086124,0.8487887762391386,15090000.0,360.0,2.0,0.8487887762391386,114
292,503,Tủ Lạnh Electrolux Inverter 225 Lít ETB2502J-H - HÀNG CHÍNH HÃNG ,1,Electrolux,0.15121122376086124,0.8487887762391386,6459000.0,225.0,2.0,0.8487887762391386,191
293,507,Tủ lạnh Hitachi Inverter 406 lít R-FG510PGV8(GBW) - Hàng chính hãng ,2,Hitachi,0.42251826991879593,0.5774817300812042,11960000.0,384.75,2.25,1.1549634601624084,99
294,521,Tủ Lạnh Inverter Electrolux ETE5722BA (532L) - Hàng chính hãng ,1,Electrolux,0.5550426673420666,0.44495733265793347,12550000.0,573.0,2.25,0.44495733265793347,27
295,523,Tủ lạnh Hitachi Inverter 406 lít R-FG510PGV8(GBK) - Hàng chính hãng ,1,Hitachi,0.15121122376086124,0.8487887762391386,12470000.0,373.75,2.5,0.8487887762391386,102
296,525,Tủ Lạnh Side By Side Inverter Hitachi R-M700GPGV2-GS (584L) - Hàng chính hãng ,1,Hitachi,0.42641758955547104,0.5735824104445288,48999000.0,617.75,3.0,0.5735824104445288,12
297,527,Tủ Lạnh Aqua AQR-145EN-SS (130L) - Hàng Chính Hãng ,15,Aqua,0.24761227383936624,0.7523877261606338,4150000.0,143.0,2.0,11.285815892409506,282
298,530,Tủ Lạnh Inverter Mitsubishi MR-LX68EM-V (564L) - Hàng chính hãng ,2,Mitsubishi,0.32706778048678187,0.6729322195132181,29990000.0,547.0,4.0,1.3458644390264363,46
299,535,Tủ Lạnh Inverter Panasonic NR-BL300PKVN (268L) - Hàng chính hãng ,1,Panasonic,0.5,0.5,7779000.0,309.0,2.0,0.5,144
300,548,Tủ Lạnh Inverter Mitsubishi Electric MR-CGX41EN-GBR (330L) - Hàng Chính Hãng ,1,Mitsubishi Electric,0.15121122376086124,0.8487887762391386,14480000.0,523.0,3.0,0.8487887762391386,50
301,552,Tủ Lạnh Inverter Panasonic NR-BL26AVPVN (234L) - Hàng Chính Hãng - Chỉ giao tại HCM ,1,Panasonic,0.3293837297096155,0.6706162702903844,5979000.0,234.0,2.0,0.6706162702903844,183
302,554,Tủ Lạnh Inverter Electrolux EHE6879A-BCVN (615L) - Hàng chính hãng ,0,Electrolux,0.27411224974027015,0.7258877502597301,37090000.0,617.0,4.0,0.0,8
303,558,Tủ lạnh Electrolux Inverter 350 Lít ETB3700J-A - HÀNG CHÍNH HÃNG ,1,Electrolux,0.4011523069297041,0.598847693070296,9749000.0,350.0,2.0,0.598847693070296,117
304,574,Tủ Lạnh Inverter LG GN-D315S (315L) – Hàng Chính Hãng ,1,LG,0.19247316850279358,0.8075268314972065,8379000.0,333.0,2.0,0.8075268314972065,130
