index,name,price,number_of_comment,brand,size,weight,camera,comment
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Cực kì hài lòng
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Cực kì hài lòng
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Hàng chính hãng giá rẻ hơn shop Tất cả đều ổn ngoại trừ giao hành hơi lâu
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Bình thường
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Mình mua và thấy rất ok Giao hàng nhanh Đóng gói cẩn thận Đầy đủ mọi phụ kiện Cảm ơn
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,giao nhanh chóng đóng gói cẩn thận hài lòng với dịch vụ
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Cực kì hài lòng
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Tôt
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Body A6000 giao hàng đóng gói kỹ lưỡng máy còn nguyên seal quà tặng đầy đủ
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Giao hàng nhanh đóng gói cẩn thận chất lượng tốt
12,Máy Ảnh Sony Alpha A6000 (Body) - Hàng Chính Hãng,9790000,35,Sony,1200 x 669 x 451 mm,258,243MP,Tốc độ giao hàng bt tuy nhiên sản phẩm dc giao khá tốt
13,Máy in ảnh cầm tay Fujifilm Instax Mini Link - Hàng Chính Hãng,2690000,8,Fujifilm, 255g chưa bao gồm film và thẻ nhớ,,Ship nhanh Nhưng phiếu bảo hành kích hoạt từ 10012020 Trong khi đó fuji luôn luôn mở máy gửi mã mới kích hoạt bảo hành Ko hiểu hàng của tiki là cũ hay mới hay trôi bảo hành  Gọi điện viết mail phản ánh gửi hình ảnh phiếu bảo hành như hdan của hotline nhưng vẫn chưa đc hộ trợ Ko fine lắm nên để 2 sao
13,Máy in ảnh cầm tay Fujifilm Instax Mini Link - Hàng Chính Hãng,2690000,8,Fujifilm, 255g chưa bao gồm film và thẻ nhớ,,nhận hàng hôm 03082020 nhưng phiếu bảo hành để xuất kho 20122019 Vậy thờ hạn tính bảo hành như thế nào  trôi hơn 7 tháng  rồiTiki có thể giải quyết vấn đề này không Hành nhận nhỏ xinh dễ thương Chất lượng để thời gian sử dụng mới biết
13,Máy in ảnh cầm tay Fujifilm Instax Mini Link - Hàng Chính Hãng,2690000,8,Fujifilm, 255g chưa bao gồm film và thẻ nhớ,,Màu máy xinh dễ sợ chính hãng 100 ạ dù trôi bảo hành mất 1 tháng nhưng không sao Mình đang tập chỉnh màu ảnh để in sao cho đẹp nhất nhưng khó quá ạ 
13,Máy in ảnh cầm tay Fujifilm Instax Mini Link - Hàng Chính Hãng,2690000,8,Fujifilm, 255g chưa bao gồm film và thẻ nhớ,,Sản phẩm mới mua đã ko dùng đc
13,Máy in ảnh cầm tay Fujifilm Instax Mini Link - Hàng Chính Hãng,2690000,8,Fujifilm, 255g chưa bao gồm film và thẻ nhớ,,Cực kì hài lòng
13,Máy in ảnh cầm tay Fujifilm Instax Mini Link - Hàng Chính Hãng,2690000,8,Fujifilm, 255g chưa bao gồm film và thẻ nhớ,,Cực kì hài lòng
13,Máy in ảnh cầm tay Fujifilm Instax Mini Link - Hàng Chính Hãng,2690000,8,Fujifilm, 255g chưa bao gồm film và thẻ nhớ,,Cực kì hài lòng
13,Máy in ảnh cầm tay Fujifilm Instax Mini Link - Hàng Chính Hãng,2690000,8,Fujifilm, 255g chưa bao gồm film và thẻ nhớ,,Cực kì hài lòng
14,Máy Ảnh Fujifilm X-T3 Body (26.1MP) - Hàng Chính Hãng,33990000,6,Fujifilm,1325 x 928 x 588 cm,539 g,261MP,Máy ảnh fuji đầu tiên mình mua Sản phẩm đẹp build chắc chắn Chất lượng ảnh fuji thì không phải bàn Tuy nhiên mình thấy bánh xe xoay phía trước và sau hơi cứng Chắc sau một thời gian sử dụng thì sẽ êm hơn
14,Máy Ảnh Fujifilm X-T3 Body (26.1MP) - Hàng Chính Hãng,33990000,6,Fujifilm,1325 x 928 x 588 cm,539 g,261MP,Tiki đóng gói cẩn thận tuy có giao hàng hơi lâu mà chắc tại mình mong hàng về sớm nên sốt ruột D Sản phẩm tốt máy này thì khỏi phải chê D
14,Máy Ảnh Fujifilm X-T3 Body (26.1MP) - Hàng Chính Hãng,33990000,6,Fujifilm,1325 x 928 x 588 cm,539 g,261MP,Về bị lỗi phải tìm hiểu và download firmware khắc phục lỗi Xong lại bị lỗi ống kính
14,Máy Ảnh Fujifilm X-T3 Body (26.1MP) - Hàng Chính Hãng,33990000,6,Fujifilm,1325 x 928 x 588 cm,539 g,261MP,Đóng gói kỹ Sản phẩm đúng như quản cáo
14,Máy Ảnh Fujifilm X-T3 Body (26.1MP) - Hàng Chính Hãng,33990000,6,Fujifilm,1325 x 928 x 588 cm,539 g,261MP,ok
14,Máy Ảnh Fujifilm X-T3 Body (26.1MP) - Hàng Chính Hãng,33990000,6,Fujifilm,1325 x 928 x 588 cm,539 g,261MP,Cực kì hài lòng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Hi Mình có mua máy này được khoảng hơn một tháng Máy dùng rất tốt ảnh vintage và có thẻ nhớ cáp usb để lưu ảnh trực tiếp vào máy tính Bạn có thể có chất lượng ảnh như máy phim nhưng không tốn thêm tiền film và tiền scan Tuy nhiên mình đang gặp vấn đề tiền bạc nên mình thanh lý lại máy với giá 3 triệu rưỡi cho bạn nào cần Máy màu be vẫn còn bảo hành phụ kiện đầy đủ 5 tấm phim và đảm bảo không hư hỏng gì Liên hệ mình qua Zalo 0385890749 nha Mình cảm ơnnnnn
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Sản phẩm ghi có quà tặng kèm là hộp film nhưng chỉ nhận được máy ảnh còn không có hộp film Mong shop kiểm tra lại ạ
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Mog tiki liên hệ sớm với minh                                                                  Zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,chất lượng sp tốt chất lượng dịch vụ giao hàng cần xem xét lại trừ tiền tikinow nhưng giao hàng sau 10 ngày
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Mình vừa mua nhưng cái nút chụp 2 bên rất khó kém nhạy và bị kẹt lại khi chụp Haizz
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Máy ghi made in Indonesia nhưng sao phần tiếng Việt lại sản xuất tại Trung Quốc là sao ạ
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Không nhận được quà tặng   mong tiki liên lạc và bổ sung đủ hàng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Tiki không thực hiện chuyển đổi trả góp mình mua vẫn bị tính 100 vào kì sao kê đầu tiên sau khi mua máy
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Shop giao hàng đúng thời gian Chất lượng sản phẩm tốt Đóng gói kĩ càng cẩn thận
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Giao hàng hơi chậm xíu nhưng siêu thích ạaa Nhìn em nó mà sướng gì đâuuuuu
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Hi Mình có mua máy này được khoảng hơn một tháng Máy dùng rất tốt ảnh vintage và có thẻ nhớ cáp usb để lưu ảnh trực tiếp vào máy tính Bạn có thể có chất lượng ảnh như máy phim nhưng không tốn thêm tiền film và tiền scan Tuy nhiên mình đang gặp vấn đề tiền bạc nên mình thanh lý lại máy với giá 3 triệu rưỡi cho bạn nào cần Máy màu be vẫn còn bảo hành phụ kiện đầy đủ 5 tấm phim và đảm bảo không hư hỏng gì Liên hệ mình qua Zalo 0385890749 nha Mình cảm ơnnnnn
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Sản phẩm ghi có quà tặng kèm là hộp film nhưng chỉ nhận được máy ảnh còn không có hộp film Mong shop kiểm tra lại ạ
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Mog tiki liên hệ sớm với minh                                                                  Zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,chất lượng sp tốt chất lượng dịch vụ giao hàng cần xem xét lại trừ tiền tikinow nhưng giao hàng sau 10 ngày
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Mình vừa mua nhưng cái nút chụp 2 bên rất khó kém nhạy và bị kẹt lại khi chụp Haizz
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Máy ghi made in Indonesia nhưng sao phần tiếng Việt lại sản xuất tại Trung Quốc là sao ạ
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Không nhận được quà tặng   mong tiki liên lạc và bổ sung đủ hàng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Tiki không thực hiện chuyển đổi trả góp mình mua vẫn bị tính 100 vào kì sao kê đầu tiên sau khi mua máy
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Shop giao hàng đúng thời gian Chất lượng sản phẩm tốt Đóng gói kĩ càng cẩn thận
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Giao hàng hơi chậm xíu nhưng siêu thích ạaa Nhìn em nó mà sướng gì đâuuuuu
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Giao hàng hơi chậm so vs dự kiến nhưng chất lượng và tuyệt đẹp
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Thiếu quà tặng rồi Tiki ơi
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Giao hàng đúng ngày Máy còn seal phụ kiện đầy đủ
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Cực kì hài lòng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Cực kì hài lòng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Cực kì hài lòng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Cực kì hài lòng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Hài lòng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Cực kì hài lòng
15,Máy Ảnh Lấy Liền Fujifilm Instax Square SQ20 - Hàng Chính Hãng,4290000,23,Fujifilm,119 x 50 x 127 mm,440 g bao gồm pin và thẻ nhớ,,Cực kì hài lòng
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Em đang dùng a6000 giờ mua a6400 thấy chụp và quay video rất phê Em thấy con này là quá đủ dùng rồi hàng của tiki Trading chất lượng yên tâm Chính vì làm ăn nghiêm túc bài bản ngay từ đầu nên số người ủng hộ tiki sẽ ngày một tăng hi vọng tiki sẽ không làm mình thất vọng
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Mua cũng  5 tháng rồi máy dùng oki nha Mình mua theo trả góp cũng là lần đầu mua trả góp nhưng bên tiki không gửi tin nhắn thông báo cho mình biết đặt mua trả góp phải nhắn tin xác nhận nữa mới hoàn tất việc đăng ký trả góp trong khi TGDĐ lại có và mình đã mất phí lãi suất hơn 1 triệu bạc nên mình trừ 1 sao cho dịch vụ tiki nha chứ chất lượng sp thì không lỗi lầm gì
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Mình đặt body thì k có tiki now Đặt kèm lens có tiki now Cuối cùng thì sau 2h thì tiki giao cả 2 luôn Quá hài lòng Máy xài 2 tuần tất cả đều ổn chưa thấy lỗi gì
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,mình mua sản phẩm giao khá nhanh tầm 2 3 ngày tuy nhiên hiện tại minh kiểm tra thì máy vẫn chưa được kích hoạt bảo hành mong Tiki kiểm tra tình trạng bảo hành
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Máy mở lên xài vài phút thì rất là nóng nóng hết body và phần tiếp xúc giữa len và body
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Đã nhận hàng giao hàng siêu nhanh nói chung quá ngon ở mức giá này len này em mua riêng nhá
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Giao hàng nhanh hơn cái lens sigma nữa nói chung rất ok mua được giá 18tr9 quá hịnh
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Giao hàng nhanh và đóng gói cẩn thận Lens và túi đựng máy ảnh giao sau nên chưa test được máy
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,đã nhận hàng giao hàng nhanh và đóng gói sp cẩn thận Rất hài lòng
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Giao hàng nhanh hơn dự kiến Đóng gói kém chất lượng
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Đóng gói kỹ lưỡng sản phẩm nguyên siêu chất lượng tốt máy chính hãng
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Tiki giao hàng khá là nhanh sản phẩm còn nguyên seal
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Giao hàng cực nhanh  Sản phẩm đầy đủ mình sẽ còn tiếp tục ungg hộ tiki
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Giao hàng rất nhanh so với thông báo
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Cực kì hài lòng
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Cực kì hài lòng
16,Máy Ảnh Sony Alpha A6400 Body - Hàng Chính Hãng,19490000,17,Sony,120 x 669 x 597 mm,403g,,Cực kì hài lòng
17,Máy Ảnh Canon EOS M200 KIT 15-45mm - Hàng Chính Hãng,11490000,8,Canon,,,,Thân máy rất dễ dùng bạn 7 tuổi sau khoảng 10 được hướng dẫn đã chụp ảnh quay phim ầm ầm  Tính năng đủ dùng mua vì con nói máy của bố phức tạp quá bố mua cái nào chụp đơn giản như điện thoại mà ảnh lại đẹp như máy bố  không ngờ lúc vọc cũng nhiều tính năng phết Ống kính cần mở khoá để chuyển sang chế độ sử dụng dài hơn nên cũng hơi bất tiện lúc mới làm quen
17,Máy Ảnh Canon EOS M200 KIT 15-45mm - Hàng Chính Hãng,11490000,8,Canon,,,,Đơn hàng nói có tặng kèm thẻ nhớ nhưng khi nhận hàng không có nhờ tiki xem và gửi lại cho mình nhé
17,Máy Ảnh Canon EOS M200 KIT 15-45mm - Hàng Chính Hãng,11490000,8,Canon,,,,Cực kì hài lòng
17,Máy Ảnh Canon EOS M200 KIT 15-45mm - Hàng Chính Hãng,11490000,8,Canon,,,,Cực kì hài lòng
17,Máy Ảnh Canon EOS M200 KIT 15-45mm - Hàng Chính Hãng,11490000,8,Canon,,,,Cực kì hài lòng
17,Máy Ảnh Canon EOS M200 KIT 15-45mm - Hàng Chính Hãng,11490000,8,Canon,,,,Cực kì hài lòng
17,Máy Ảnh Canon EOS M200 KIT 15-45mm - Hàng Chính Hãng,11490000,8,Canon,,,,Cực kì hài lòng
17,Máy Ảnh Canon EOS M200 KIT 15-45mm - Hàng Chính Hãng,11490000,8,Canon,,,,Cực kì hài lòng
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Vừa mua xong qua Tiki NOW so với lần mua A6 MII thì lần này trải nghiệm rất tệ  Mở máy ra thấy chả có niêm phong gì bên trong ngoài niêm phong bên ngoài hộp Đóng hộp thấy lộn xộn k có ngàm chắn ống máy và ống kính  Check bảo hành thì thấy máy đã được kích hoạt bảo hành từ 198 đã hơn 1 tháng rồi  Đề nghị TIKI làm ăn cho cẩn thận và đối ngay cho mình sang máy khác
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Máy ảnh tốt Tiki Trading giao hàng nhanh hàng mới nguyên seal sử dụng được vài tuần thấy rất tốt A6400 có gương lật 180 độ rất hợp để tự quay video làm vlog Tuy nhiên thẻ nhớ tặng kèm thỉnh thoảng bị lỗi mất dữ liệu Không rõ thẻ nhớ có được bảo hành không
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Mình đặt hàng ngày 234 và 254 đã trên tay cảm nhận ban đầu thì máy long lanh chuẩn mới cứng tự tay bóc tem Lỗi lầm thì chưa thấy nên chưa khẳng định độ bền thì xài dần mới biết Nói chung giao hàng nhanh chóng mặt luôn dự kiến ngày 25 mà 254 đã phát hàng tận giường Quá hài lòng
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Với mình a6400 rất tốt vì đáp ứng đúng mục tiêu sử dụng  Về tiki thì khỏi nói rồi rất tốt Lên tiki mua hàng nhất là hàng điện tử đắc tiền thì nên chọn nhà cung cấp là Tiki tranding để an tâm Kinh nghiệm mua nhiều máy của mình trên tiki là vậy
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Sản phẩm chính hãng có đầy đủ VAT kích hoạt bảo hành sau khi nhận hàng test hàng Kèm theo máy là túi xách và thẻ nhớ sony 64GB Mua tại Tiki giá rẻ hơn so với ngoài cửa hàng mà sản phẩm được giao tận nhà đỡ tốn thời gian đi xem và mua máy
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Máy dùng tốt Giao hàng chưa đầy 2 tiếng Hộp nguyên seal Sony Tiki nên cải thiện đóng gói chèn thêm xốp tránh va đập hơn nữa
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Máy đẹp chất lượng rất tốt Giao hàng 2h cực kỳ nhanh  đúng hẹn Các chương trình giảm giá khá nhiều nhưng không đồng nhất Ngày sau có giảm giá cho màu bạc mà mình thích nhièu hơn ngày mình mua khá nhiều Hơi tiếc
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Khi nhận hàng mở hộp ra hàng máy còn seal  Bóc seal máy mới láng o Giao hàng cũng nhanh nhé cho tiki trading like 5 sao
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,máy giao nhanh nguyên hộp còn seal check bảo hành chưa đượcquà tặng khuyến mãi giao sau
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Mình thấy đóng gói chưa cẩn thận Hộp máy nhỏ gọn chỉ được bao 01 lớp bóng hơi rồi đặt trong hộp giấy giao hàng là chưa chắc chắn Hy vọng Tiki cẩn thận hơn
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Vừa mua xong qua Tiki NOW so với lần mua A6 MII thì lần này trải nghiệm rất tệ  Mở máy ra thấy chả có niêm phong gì bên trong ngoài niêm phong bên ngoài hộp Đóng hộp thấy lộn xộn k có ngàm chắn ống máy và ống kính  Check bảo hành thì thấy máy đã được kích hoạt bảo hành từ 198 đã hơn 1 tháng rồi  Đề nghị TIKI làm ăn cho cẩn thận và đối ngay cho mình sang máy khác
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Máy ảnh tốt Tiki Trading giao hàng nhanh hàng mới nguyên seal sử dụng được vài tuần thấy rất tốt A6400 có gương lật 180 độ rất hợp để tự quay video làm vlog Tuy nhiên thẻ nhớ tặng kèm thỉnh thoảng bị lỗi mất dữ liệu Không rõ thẻ nhớ có được bảo hành không
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Mình đặt hàng ngày 234 và 254 đã trên tay cảm nhận ban đầu thì máy long lanh chuẩn mới cứng tự tay bóc tem Lỗi lầm thì chưa thấy nên chưa khẳng định độ bền thì xài dần mới biết Nói chung giao hàng nhanh chóng mặt luôn dự kiến ngày 25 mà 254 đã phát hàng tận giường Quá hài lòng
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Với mình a6400 rất tốt vì đáp ứng đúng mục tiêu sử dụng  Về tiki thì khỏi nói rồi rất tốt Lên tiki mua hàng nhất là hàng điện tử đắc tiền thì nên chọn nhà cung cấp là Tiki tranding để an tâm Kinh nghiệm mua nhiều máy của mình trên tiki là vậy
18,Máy Ảnh Sony Alpha A6400 Body + Lens 16-50mm (Black) - Hàng Chính Hãng,21990000,30,Sony, Body 120 x 669 x 597 mm Len 647 x 299 mm, Body 403g Len 116g,,Sản phẩm chính hãng có đầy đủ VAT kích hoạt bảo hành sau khi nhận hàng test hàng Kèm theo máy là túi xách và thẻ nhớ sony 64GB Mua tại Tiki giá rẻ hơn so với ngoài cửa hàng mà sản phẩm được giao tận nhà đỡ tốn thời gian đi xem và mua máy
