index,name,price,number_of_comment,brand,CPU,hardware_size,RAM,resolution,display,comment
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 , Giá mua đợt 1111 còn 19640k rẻ hơn các đại lý bán lẻ khác phải 1 triệu  Giao hàng tikinow trong 2 giờ  Check máy nguyên seal chưa active trước khi trả tiền sau đó bóc tem và tự nhập ngày mua và active bảo hành 12 tháng rất phê  Thông tin máy là hình như nhập khẩu thị trường Ấn Độ năm 2018 đầu sạc củ sạc cũng tương đối khác vs máy bạn mình mua ở VN nhưng cái này mình ưng vì trông chắc chắn hơn nhiều so với đầu dẹt lại còn có dây 3 chân nối dài trong hình  HĐH Mac OS High Sierra đã tự up lên Mojave  Hàng dùng tốt chưa thấy có vấn đề gì Nói chung chưa bao giờ mua món hàng giá trị cao thế này qua trang online nào và lần này hài lòng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,mình dùng tiki now thêm 29k giao trong 2 tiếng có liền dù là buổi tối hay mưa được mã giảm giá 500k Tiki đóng gói kĩ trong hộp các tông và cuốn nhiều lớp bên trong Mở ra hàng nguyên seal tự active rất sướng tay mình xài được khoảng tuần rồi mình rất sợ mua hàng công nghệ như laptop điện thoại online nhưng lần này rất ok nhé Nói chung là hài lòng lần sau mình sẽ tự tin đặt hàng ở Tiki Chỉ cần Tiki giữ được cách làm việc thế này kiểm tra hàng hóa tốt trước khi giao cho khách là sẽ được ủng hộ dài dài À mà hotline của Tiki hay bị bận lắm cần cải thiện vấn đề này nhé
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình đặt mua máy tính đây là lần đầu mua trên Tiki thế này vì trước đây không an tâm Tuy nhiên sau khi nhận hàng thì mình hoàn toàn tin tưởng Tiki ở khoản này Giao nhanh gói hàng cẩn thận sản phẩm đúng thông tin đăng bán
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Tiki ship cực nhanh mình mới đặt mua trưa nay thì trưa mai đã nhận được hàng Lần đầu tiên mua 1 món hàng nhiều tiền như vậy online nên mình rất lo nhưng khi nhận được hàng thì rất hài lòng Tiki đóng gói cẩn thận 2 lớp thùng carton Hộp đựng Mac nguyên seal cảm giác tự đập hộp cực vui Tiếc là vừa mua thì mai lại giảm giá thêm hic
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Cảm giác đập hộp và tự tay active rất thích hehe Dù dc khuyên k nên mua online nhưng rất tin tưởng Tiki nên mình vẫn mua đã thế giá còn rẻ hơn ở các siêu thị điện máy lớn như tgdd fpt Mới dùng nên cũng thấy ổn k biết lâu dài thì ntn Máy mỏng nhẹ đẹp Mua thêm con chuột logitech m331 là quá ok luôn Tạm thời review thế đã 
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình chưa bao giờ mua online 1 món hàng giá trị lớn đến vậy nhưng Tiki khiến mình rất hài lòng Giao hàng nhanh chóng và mình kiểm tra kĩ rồi mới nhận hàng Máy chuẩn không cần chỉnh mình unbox xong là active ngay và luôn Chỉ hơi bực 1 xíu là củ sạc 3 chấu hơi bất tiện còn lại mình hoàn toàn hài lòng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Tiki giao hàng nhanh Hàng nhận nguyên seal nguyên kiện Ngoài mong đợi vì mình rất lo khi mua online món đồ hơn chục triệu này Nhưng team Tiki đã k làm cho mình thất vọng  Bộ phận cskh và kỹ thuật hỗ trợ khách hàng rất nhanh và ân cần Sẽ tiếp tục ủng hộ Tiki và mong team Tiki phát huy chữ tín này trong kinh doanh nhé
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy mỏng nhẹ sang pin trâu chạy rất mượt rất thích các cổng kết nối của dòng mac air 2017 vì tiện lợi không phải mua thêm thiết bị chuyển đổi Dòng này rất hợp với dân văn phòng cộng thêm photoshop hoặc lightroom cơ bản Mình đã mua rất nhiều sản phẩm của tiki giá lúc nào cũng rẻ hơn các hãng khác từ 12tr và đến hiện tại vẫn chưa gặp vấn đề gì liên quan đến chất lượng Well done Tiki
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Đặt hàng ngày 1010  dự kiến giao ngày 1310 Đến ngày 1110 thì giao hỏi 11h có mặt ở nhà dc không để giao hàng OK mình xin nghỉ làm về nhà nhận hàng Đến 16h không thấy giao điện hỏi lại nhân viên bảo đã về công ty không giao được ngày mai sẽ giao OK  ngày 12 đợi cả ngày không thấy giao tối về điện tổng đài hỏi thì nói mặc hàng hiện không có ở SG  đợi ngày 13 mới có OK  đến ngày 13 cũng không thấy giao đến tối 20h đang đi trên đường thì báo giao hàng xin ra nhận  nói chung hàng chuẩn mới nguyên seal nhập khẩu từ Ấn độ chứ không phải phân phối chính hãng hàng tôt nhưng giao hàng có vấn đề mong tiki thay đổi tốt hơn
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình đặt mua đợt sale giật cô hồn vừa rồi hôm qua nhận được máy Máy được đóng gói cẩn thận mình check máy chính hãng chưa kích hoạt Rất hài lòng về lần đặt mua này Mong tiki sẽ tiếp tục duy trì được dịch vụ tốt D
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,sau hơn 3 tháng sử dụng thì máy phục vụ khá ổn các nhu cầu văn phòng cơ bản của mình mình có dùng thêm các phần mềm edit video thì cấu hình của macbook air này chạy hơi đuối còn photoshop thì máy chạy tốt Có điều mặc dù mình đã cập nhật lên OS mới nhất là 10136 rồi nhưng thi thoảng sử dụng safari vẫn hơi lag còn dùng trình duyệt chrome thì lại rất mượt
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình chưa mua một món hàng online nào mà có giá trị lớn như thế này Vì vậy trước khi đặt mua cũng cảm thấy rất phân vẫn và lo lắng về chất lượng sản phẩm cũng như là các chính sách bảo hành đổi trả vân vân Tuy nhiên vì là sản phấm chính hãng còn nguyên seal và giá lại cực hời nên mình đánh quả liềuvà kết quả thì khỏi chê luôn nhé các bạn Giao hàng nhanh gói bọc hàng cẩn thận mày chạy rất mượt cho tới thời điểm hiện tại mình mua từ 12062018 Còn về chính sách bảo hành và chính sánh đổi trả thì tiki có 1 mục rất rõ ràng rồi nhé nên mn siêu yên tâm
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mua hàng trên Tiki mình rất tin tưởng vào chất lượng sản phẩm đb là những sp có giá trị lớn như máy Mac Mình đã mua và hài lòng về sản phẩm Có một điều mình muốn góp ý về DV CSKH bên tiki Đó là khi mình order sp giá trị lớn như này bên tiki không gọi điện xác nhận mà chỉ gửi mail giống như đv những sp khác tức là order sp 200k cũng giống như oder sp 20 triệu nhận mail là xong mình thấy không hài lòng điều này Hơn nữa việc ship hàng tới thì trễ vài ngày so với dự kiến nhưng không thông báo làm mình cầm cục tiền ngồi nhà chờ ship tới cũng chỉ báo trc vài chục phút  Bên Lazada làm việc hay hơn hoá đơn trên 2 triệu thì bên đó sẽ gọi xác nhận và ship hàng cũng rõ ràng chắc chắn hơn Hy vọng tiki sẽ làm việc hay hơn nữa
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,khá hài lòng về sp tuy nhiên lúc mới nhận hàng cos 1 số trực trặc về sp khi unboxing mình có liên hệ bên dvkh tiki nhưng nhận được phản hồi khá chậm sau 1 ngày bên kĩ thuật mới liên hệ với mình mà lúc đó thì mình đã tự xử lí vấn đề đó rồi đối với món hàng mua online có giá trị lớn thì tiki nên có chính sách dvkh nhanh hơn khi giải quyết các khiếu nại của khách
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,sản phẩm hoạt động ổn định Tuy nhiên vỏ hộp không biết có phải chính hãng hay không vì khi mở hộp thấy vỏ hộp không sắc xảo như vỏ hộp iphone Máy có Part No là MQD32HNA không biết sản phẩm dành cho thị trường nào
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình mua dùm người em Tiki giao hàng nhanh đóng gói kỹ càng Chất lượng máy tốt mỏng nhẹ và đẹp Dung lượng SSD hơi ít cài song song 2 HĐH được nhưng dùng thì phải tiết kiệm dung lượng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Đã mua sản phẩm và không hài lòng Đặc biệt là lỗi đánh máy thường bị mất chữ ảnh hưởng đến nội dung công việc Một số ứng dụng office down về không đủ các chức năng Không thể đồng bộ icloud
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Tôi đã đặt mua máy này tại Tiki khá hài lòng với việc đóng gói cũng như giao hàng Máy thì khỏi phải bàn nguyên đai nguyên kiện khui hàng các kiểu con đà điểu ai chưa tin thì mua thử rồi biết Tiki thật tuyệt vời Tôi sẽ luôn tin dùng Tiki
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,mới đặt mua hôm thứ 2 và hôm nay đã có Tiki giao hàng rất nhanh và hàng không bị hư tổn gì Lần đầu tiên mua hàng trên Tiki và mua với giá trị lớn thật sự rất sợ Nhưng Tiki đã không làm tôi thất vọng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Có bạn nào gặp vấn đề khi đăng nhập Icloud không Mình nhập đúng mật khẩu cũng không cho mà tạo tài khoản mới cũng không được Bên App store thì mở lên trống không làm mình không download hay update gì được Bạn nào biết chỉ mình với 0
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Không phải lần đầu mua hàng trên tiki nhưng chưa bao giờ mình mua online đồ điện tử có giá trị lớn như vậy và khá lo lắng nếu không nhận được hàng Tiki giao hàng đúng hẹn hàng còn nguyên hộp được bao bọc cẩn thận để tránh va chạm khi vận chuyển
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Tiki giao hàng nhanh chóng đóng gói cẩn thận hàng nguyên seal chính hãng  Ưu điểm  Máy thiết kế mỏng nhỏ nhẹ pin lâu Cấu hình ổn cho đa số những nhu cầu thông thường  Nhược điểm  Máy nóng và chậm khi mở Photoshop và  Google Chrome
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 , Giao hàng trước cả thời hạn  Đóng gói và bảo vệ sản phẩm đẹp mắt Giá cả rẻ hơn các nơi khác  Hàng chính hãng nên rất an tâm khi mua trực tuyến và trả tiền trước   Cần phát huy các thế mạnh này để hút khách hàng toàn quốc
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình đặt mua Macbook lúc 9h sáng sử dụng gói giao hàng hoả tốc thì khoảng 10h15 là nhận được hàng rồi Giao hàng quá nhanh luôn  Khui hàng ra thì là máy nguyên kiện mới toanh Nói chung ưng lắm Cảm ơn Tiki nhiều
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Lần đầu mua online đồ công nghệ cũng hơi run nhưng hnay nhận hàng thấy mới nguyên active hôm mình đặt mua hàng Thời gian giao hàng cũng nhanh nữa Nói chung là hài lòng và từ giờ sẽ ủng hộ Tiki nhiều hơn
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Sản phẩm chính hãng giao hàng đóng gói cẩn thận Chất lượng rất tốt dịch vụ chăm sóc khách hàng cũng tuyệt vời
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Giá hợp lý giao hàng nhanh đóng gói cẩn thận hàng nguyên seal chưa active Tuy nhiên ngày hôm sau khi mua check giá đã thấy xuống mấy trăm ngàn Hơi buồn 
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy nguyên seal active bảo hành đầy đủ  Mình mua máy tặng người thân thời gian giao hàng hơi chậm nhưng nhờ các bạn Support hỗ trợ nhiệt tình nên cuối cùng cũng kịp ngày 5 sao cho dịch vụ khách hàng của Tiki
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy chính hãng về tự active Tuy nhiên seal hộp không giống dạng seal Iphone Ipad ko biết có bị đóng lại không nhưng không quan trọng lắm Giao hàng chậm chứ ko có giao hàng 2h Mình ở HCM Q1
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mưa bão nhưng nhân viên vẫn giao hàng đúng giờ Tuy nhiên mình gọi tổng đài định hỏi xem có giấy tờ gì kèm theo để về sau này Bảo hành nhưng gọi 5 cuộc ko đc toàn máy bận
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Hàng apple thì không có gì để bình luận đẹp  mượt  pin trâu Điểm công nữa là Tiki thường xuyên có khuyến mãi giá rẻ hơn những chỗ khác
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Cùng 1 mặt bàn mình đặt Macbook Pro đã mua dùng suốt 4 năm qua thì êm phẳng lì nhưng đặt cái Mac Air mới mua từ Tiki này lên bàn thì bị gập ghềnh không cân bằng khiến hơi khó chịu khi sử dụng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Vô tình nhấn phía dưới phím F và tạch  Tiki bán sản phẩm lỗi cho khách hàng à
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,dịch vụ quá tồi giao hàng quá chậm ở TPHCM mà 2 3 ngày chưa thấy giao hàng mua bán thì nên đúng giờ giấc  gọi  tổng đài thì tốn tiền chả hỗ trợ dc gì chắc mua hàng tiki 1 lần và mãi mãi không quay lại
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy đẹp còn nguyên seal chạy ổn đôi lúc bị treo chắc do chạy nhiều ứng dụng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,tiki trade thì ko có gì phải bàn rồi mua trả góp ko lãi xuất qua thẻ tín dụng nhưng ko đc áp dụng mã giảm giá tính ra thì cũng như nhau ko lợi hơn gì
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Chỉ thêm 29k máy tính đã đến chỉ trong 1 nốt nhạc Máy được bọc rất cẩn thận khá hài lòng lại được khuyến mại 1 bỏng 20oz
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình chưa từng nghĩ sẽ mua món hàng mắc tiền bằng cách mua online và vô tính nghe một người bạn kể là OK lém nên mình đặt thử và thấy chất lượng rất tốt và giao hàng rất nhanh
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy nguyên seal được kiểm tra trước khi nhận hàng Tuy vậy hơi khó chịu là mua thanh toán 1 lần đc free 2hdelivery nhưng khi chọn hình thức thanh toán trả góp thì lại bị charge phí
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Tiki giao hàng chậm so với dự kiến hàng đóng gói cẩn thận full box nguyên seal Hàng nhận mình khá ưng ý Vấn đề giao hàng chậm và nhân viên vận chuyển cần cải thiện tốt hơn
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình mua hàng đúng đợt giảm giá của Tiki nên được giá rất tốt Tiki giao hàng nhanh và chuẩn Mình đã sử dụng máy được khoảng hơn 1 tháng và đến giờ vẫn thấy ổn
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình rất hài lòng về dịch vụ của tiki Giao hàng nhanh đóng gói hàng cẩn thận Còn về độ hài lòng của hàng hoá thì mình rất hài lòng Sản phẩm tốt Mua ở tiki giá cũng tốt hơn
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Không thể tra cứu thông tin cụ thể của serie máy sau 8h sử dụng đang chờ Tiki trả lời qua email
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Giao hàng nhanh Mình đặt 9h mà 10h đã có trời lại còn mưa mà vẫn rất nhanh Máy móc thì nguyên seal khỏi phải bàn Thời lượng pin tốt từ 810 tiếng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy đẹp nguyên seal không trầy xước hay lỗi lầm gì Vì sợ trầy nên phải mua ngay ốp để bảo vệ
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy đẹp nguyên seal Tiki gói hàng rất kỹ bọc xốp xung quanh
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Hàng chính hãng nhueng do cty cập nhập lâu nên hơi hoang mang trong việc xác nhận mã imei chính hãng và thgian bh
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy tốt hợp lý với giá tiền Mình mua cách đây gần 1 tháng và sử dụng thấy ổn Hàng nguyên seal giao nhanh
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình check active thấy máy chưa hề active trên hệ thống apple  còn mới nguyên si Mình rất ưng Tiki giao hàng nhanh Mình hoàn toàn ủng hộ Tiki
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Sản phẩm tốt  đầy đủ phụ kiện nhưng gói hàng chỉ bọc một ít xốp xung quanh với cả nhân viên giao hàng để máy dưới mấy gói hàng nặng khác
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Sản phẩm giao hàng đúng hẹn  Đóng hói cẩn thận  Hàng còn nguyên seal và chưa active  Cảm giác sờ vào hàng zin thật là đã
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Thanh toán qua thẻ Visa nên hơi lâu nhưng may là bank xác nhận nhanh nên tiki giao luôn trong 3h
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Hàng chuẩnnguyên sealmáy đẹp và mỏng  Tuy có vết mẻ nhỏ ở viền của máy nhưng không đáng kể  Đóng gói cẩn thận Thanks tiki
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Ram 8GB và dòng máy Mac dùng làm đồ hoạ thì hơi bị đỉnh rồi 13.3  hơi to nhưng cũng ok máy nhẹ mỏng Chạy mượt 
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Kích hoạt đủ 12 tháng Ok Sau nhiều lần mua iPhone Bị sai ngày kích hoạt thì Chiếc Macbook này nhìn chung ổn
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,đã sài mấy tháng rồi Hôm mua hãng khuyến mãi nên có 185 về tự kích hoạt rẻ vui Rất hài lòng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Do mua máy cũng khá mắc nên lúc đầu mình cũng lo sợ khi mua hàng onl  Nhưng tiki giao hàng nhanh đóng gói cẩn thận  Máy chạy bền êm và ngon lắm 
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Đã nhận được hàng máy LLA nguyên seal chưa active nhận được hàng sớm 1 ngày đóng gói cẩn thận Hài lòng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mới mua ngày 197 nay 158 công việc không sử dụng nhiều Đang sử dụng bị sọc 1 đường  Không biết có mua lầm hàng không
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy nhẹ tiện lợi khi di chuyển cấu hình đáp ứng tốt nhu cầu công việc của mình tiki giao hàng nhanh giá cả hợp lý đánh giá 5 sao
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Nguyên seal ngon lành có một điều em thắc mắc là  bảo hành như thế nào vậy ạ
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,ai cho mình hỏi cách kiểm tra bảo hành với làm mãi không được
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy bị đơ ngay từ lần đầu bật máy Đang đợi Tiki đến lấy máy về kiểm tra
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,sản phẩm tốt đóng gói cẩn thận cảm ơn tiki sau mua gì sẽ ủng hộ thêm
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,May check imei bao hanh chuan hang chinh hang Tiki giao hang rat can than laptop fullbox co xop chong soc Rat ung hi vong xai tot Cam on tiki nhe
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Phím command bên trái bị kênh không chuẩn
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,mua về ko để ý lắm vài bữa sau thấy gập ghềnh 4 đế máy không đều giờ khắc phục sao tiki
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Tốn 29k Giao Hàng Sau 2h đáng tiền bỏ ra Máy mới tinh giá quá tốt Hài lòng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Tiki bán đồ công nghệ chính hãng là đảm bảo uy tín   Mình công nhận chuyện này
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,máy đẹp hiệu năng ổn định mượt mà Tiki giao hàng nhanh  gói tiki now chưa đầy 2h Tiki đã giao đóng gói cẩn thânj
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,TreoĐơ ngay từ lần đầu khởi động Thất vọng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Đặt order trả góp 6 tháng lúc 10h xong xuôi thủ tục và giao đến lúc hơn 2h chiều dù trời mưa Nói chung là hài lòng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Hài lòng nhanh gọn lẹ Chuyển phát chỉ có vài ngày đã đến Tôi rất thích và hài lòng sản phẩm này
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,quá tuyệt vời máy nhẹ không nóng dùng rất thích pin xài cực lâu giao hàng nhanh chóng đóng gói rất cẩn thận
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Máy đẹp
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Chất lượng sản phẩm tuyệt vời mới nguyên siêu Tiki giao hàng nhanh D
