index,name,price,number_of_comment,brand,CPU,hardware_size,RAM,resolution,display,comment
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 , Có 1 vết xước ở vỏ máy  sau khi cài win quạt kêu rất to
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Laptop mình mới mua mà bắt wifi kém vậy Thua cả điện thoại
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,laptop đẹp giá rẻ đáng sử dụng cho sinh viên
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Bình thường
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Bình thường
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Bình thường
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Bình thường
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
7,Laptop Lenovo Ideapad S145-14API-81UV008GVN (AMD R3-3200U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,8199000,25, Lenovo, AMD Ryzen 3 3200U,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
8,Laptop MSI GF63 Thin 9SCXR-075VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,17719000,6,MSI,Intel Core i59300H 24GHz up to 41GHz 8MB,512,8,Full HD 1920 x 1080,15.6 ,Máy xài tạm ổn nếu muốn chơi game mượt thì đầu tư thêm 811000 vnđ mua thanh ram 8Gb của SAMSUNG lắp thêm sử dụng sẽ ổn hơn nhiều  Màn hình gọi là tốt cho cấu hình chơi game đồ hoạ chuyên vể hình ảnh và màu thì sẽ không được tốt  Máy tính vừa tầm giá cho anh em sử dụng cày game và xem phim thích hợp với mấy bạn viết web   Chúc anh em chọn được 1 máy tính ưng ý
8,Laptop MSI GF63 Thin 9SCXR-075VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,17719000,6,MSI,Intel Core i59300H 24GHz up to 41GHz 8MB,512,8,Full HD 1920 x 1080,15.6 ,Nhận máy nhanh hàng đóng gói cẩn thận Máy có sẵn app hỗ trợ chơi game của MSI app chơi game giả lập và app tối ưu cho steam các dòng khác mình k chơi nên k rõtự kích hoạt bảo hành khi mở máy Sau 2 ngà sử dụng thấy cũng khá ổn cho PUBG và Dota2 máy chạy khá nóng phần gần màn hình nhưng bàn phím và chuột thì nhiệt độ vẫn bt có thể chạy liên tục 7 8h vẫn ok
8,Laptop MSI GF63 Thin 9SCXR-075VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,17719000,6,MSI,Intel Core i59300H 24GHz up to 41GHz 8MB,512,8,Full HD 1920 x 1080,15.6 ,Chơi game ok còn đồ họa file nặng là lag
8,Laptop MSI GF63 Thin 9SCXR-075VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,17719000,6,MSI,Intel Core i59300H 24GHz up to 41GHz 8MB,512,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
8,Laptop MSI GF63 Thin 9SCXR-075VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,17719000,6,MSI,Intel Core i59300H 24GHz up to 41GHz 8MB,512,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
8,Laptop MSI GF63 Thin 9SCXR-075VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,17719000,6,MSI,Intel Core i59300H 24GHz up to 41GHz 8MB,512,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
9,Laptop Asus VivoBook 14 A412FA-EK1188T (Core i3-10110U/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,11890000,6,Asus, Intel Core i310110U Processor 21 GHz 4M Cache up to 41 GHz,256,4,Full HD 1920 x 1080,14 ,touchpad đôi khi bị đơ
9,Laptop Asus VivoBook 14 A412FA-EK1188T (Core i3-10110U/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,11890000,6,Asus, Intel Core i310110U Processor 21 GHz 4M Cache up to 41 GHz,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
9,Laptop Asus VivoBook 14 A412FA-EK1188T (Core i3-10110U/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,11890000,6,Asus, Intel Core i310110U Processor 21 GHz 4M Cache up to 41 GHz,256,4,Full HD 1920 x 1080,14 ,Hài lòng
9,Laptop Asus VivoBook 14 A412FA-EK1188T (Core i3-10110U/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,11890000,6,Asus, Intel Core i310110U Processor 21 GHz 4M Cache up to 41 GHz,256,4,Full HD 1920 x 1080,14 ,Hài lòng
9,Laptop Asus VivoBook 14 A412FA-EK1188T (Core i3-10110U/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,11890000,6,Asus, Intel Core i310110U Processor 21 GHz 4M Cache up to 41 GHz,256,4,Full HD 1920 x 1080,14 ,Hài lòng
9,Laptop Asus VivoBook 14 A412FA-EK1188T (Core i3-10110U/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,11890000,6,Asus, Intel Core i310110U Processor 21 GHz 4M Cache up to 41 GHz,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Mình mới mua sản phẩm này  Laptop Dell Vostro 3590 V3590B Core i510210U 8GB SSD 256GB AMD 610 2GB 15.6 FHD Win10  Mới nhận chiều 29102020 Có vài điều thắc mắc  1 Tiki giao hàng không giống hình trên web  2 Không có hóa đơn bán hàng ghi rõ tên hàng model mặt hàng để khách đối chiếu 3 Tem dán mới khui thùng đã bị bong tróc rồi 4 Mình mua máy Vostro 15 3590 sao tem dán Vostro 15 3000  Có sự nhầm lẫn ở đây không Nhờ Ad giải thích giùm Cảm ơn  Hình ảnh
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Cho mình hỏi tại sao máy vừa mới giao hôm nay 2010 nhưng kiểm tra trên trang chủ của DELL thấy đã kích hoạt bảo hành từ 2807 và thời hạn hết bảo hành là 27082021 vậy Vui lòng xem ảnh đính kèm  Ngoài bảo hành ra thì máy giao rất đúng hạn hàng còn nguyên vẹn và đẹp
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,tốtnguyên đai nguyên kiệntem đầy đủ
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,giao hàng Nhanh thật
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Bình thường
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Hài lòng
10,Laptop Dell Vostro 3590 V3590B (Core i5-10210U/ 8GB/ SSD 256GB/ AMD 610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14789000,15,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,256,1,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
11,Laptop Asus Vivobook X409JA-EK014T (Core i5-1035G1/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD/ Win10) - Hàng Chính Hãng ,13599000,8,Asus,Intel Core i51035G1,512,4,Full HD 1920 x 1080,14 ,Mình mua sản phẩm chất lượng ok dịch vụ bảo hành asus cũng ok
11,Laptop Asus Vivobook X409JA-EK014T (Core i5-1035G1/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD/ Win10) - Hàng Chính Hãng ,13599000,8,Asus,Intel Core i51035G1,512,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
11,Laptop Asus Vivobook X409JA-EK014T (Core i5-1035G1/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD/ Win10) - Hàng Chính Hãng ,13599000,8,Asus,Intel Core i51035G1,512,4,Full HD 1920 x 1080,14 ,Kiểm tra đúng với miêu tả
11,Laptop Asus Vivobook X409JA-EK014T (Core i5-1035G1/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD/ Win10) - Hàng Chính Hãng ,13599000,8,Asus,Intel Core i51035G1,512,4,Full HD 1920 x 1080,14 ,Hài lòng
11,Laptop Asus Vivobook X409JA-EK014T (Core i5-1035G1/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD/ Win10) - Hàng Chính Hãng ,13599000,8,Asus,Intel Core i51035G1,512,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
11,Laptop Asus Vivobook X409JA-EK014T (Core i5-1035G1/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD/ Win10) - Hàng Chính Hãng ,13599000,8,Asus,Intel Core i51035G1,512,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
11,Laptop Asus Vivobook X409JA-EK014T (Core i5-1035G1/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD/ Win10) - Hàng Chính Hãng ,13599000,8,Asus,Intel Core i51035G1,512,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
11,Laptop Asus Vivobook X409JA-EK014T (Core i5-1035G1/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD/ Win10) - Hàng Chính Hãng ,13599000,8,Asus,Intel Core i51035G1,512,4,Full HD 1920 x 1080,14 ,Hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,TIKI giao hàng nhanh đóng gói được Hàng đúng như mô tả Mới mua nên tạm nhận xét về sản phẩm như sau  Do vỏ làm bằng nhựa nên nhìn không được đẹp dễ bám mồ hôi viền màn hình dày thô Được cái tốc độ xử lí nhanh màu mè hình ảnh đẹp chạy hơi bị nóng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,máy ok tự cài xong cập nhật lên chạy ổn định cho hỏi thêm là office 365 đi kèm có được hãng tặng key bản quyền đi kèm ko vậy thấy hiện nay dịp cuối năm các dòng dell và hp đều được tặng soft này bản quyền một năm
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Máy nhìn hình thức thì được nhưng bên shop cài win 10 bản quyền mà dùng nó cứ báo lỗi không biết shop cài đặt kiểu gì mà chán thế
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,mua về sạc đủ 8 tiếng lên ko làm gì hết đc 20 phút hết 10 pin rồi máy rất nóng thất vọng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Máy mới hoạt động bình thường Chưa sử dụng lâu nên chưa biết có gì bất thường không
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Máy ổn với giá tiền Con i3 đời 10 Geekbench hơn 2000 điểm cũng ra cỡ con i58250u 
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,đẹp đóng gói cẩn thận
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Hàng như quảng cáo
12,Laptop Dell Inspiron 3493 WTW3M2 (Core i3-1005G1/ 4GB/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,10099000,17,Dell,Intel Core i31005G1 Processor,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Mình đặt mua lúc 4h30 đến 7h hơn đã có nhân viên gọi điện giao hàng Máy được gói rất chắc chắn và đẹp vẫn còn seal Nhưng khi kích hoạt thì thấy máy đã được kích hoạt từ ngày 2 trong khi mình mua là ngày 3 mà  thế là được kích hoạt trước à mà mua từ 430pm thì bên mỹ cũng đã 2am ngày 3 rồi thì tại sao lại được kích hoạt ngày 2
13,Macbook Air 2017 MQD32 (13 ) - Hàng Chính Hãng ,18919000,157,Apple,Intel Core i5,128,8,1440 x 900 pixels,13.3 ,Quá lo lắng cho 1 món hàng 20tr Thấy mng review tốt nên liều Và hiện tại đang rất hài lòng với hàng nhận được Đóng gói kĩ càng và hàng chuẩn Ship gọi ngày 27 nhận hàng mà ko có tiền mặt chuyển ngày 28 bảo hành bị tính từ ngày 27 Hi vọng tiki sẽ tiếp tục giữ được chữ tín Love Tiki
